Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions;;;;;;;;
Asus,ZenFone AR (ZS571KL),ASUS_A002,5772MB,Phone,Qualcomm MSM8996Pro,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Asus,PadFone,PadFone,684MB,Phone,Qualcomm MSM8260,960x540,240,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Asus,Eee Pad Slider,SL101,,Tablet,NVidia Tegra 2,1280x800,160,armeabi-v7a;armeabi,12;13;15,2.0;;;;;
Asus,ASUS Chromebook Flip C302,cave_cheets,3846MB,PC,Intel m3-6y30,1920x1080,160,x86;armeabi-v7a;armeabi,25,3.1;;;;;;
Asus,ZenFone 4 Selfie Pro (ZD552KL),ASUS_Z01M_1,3601MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Asus,R Series Tablet (R1001MFL),ASUS_P00L_M2,2528MB,Tablet,Mediatek MT8735,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Asus,MeMO Pad 8 (ME581CL),K015,1958-1959MB,Tablet,Intel Z3560,1920x1200,320,x86;armeabi-v7a;armeabi,19;21,3.0;;;;;
Asus,ZenPad Z8s,ASUS_P00J,2863MB,Tablet,Qualcomm MSM8976,1536x2048,360,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Asus,Transformer Pad TF600T,TF600T,1985MB,Tablet,NVidia Tegra 3 T30,1366x768,160,armeabi-v7a;armeabi,17,2.0;;;;;;;
Asus,ZenFone Max Plus M1 (ZB570TL),ASUS_X018_4,2779MB,Phone,Mediatek MT6750T,1080x2004,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Asus,ZenFone Max Plus M1 (ZB570TL),ASUS_X018_2,2797MB,Phone,Mediatek MT6750,720x1336,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Asus,ZenFone Max Plus M1 (ZB570TL),ASUS_X018_1,3807MB,Phone,Mediatek MT6750,720x1336,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Asus,MeMO Pad FHD 10 (ME302KL),ME302KL,1914MB,Tablet,Qualcomm APQ8064,1920x1200,240,armeabi-v7a;armeabi,17,2.0;;;;;;;
Asus,Transformer Pad Infinity (TF701T),K00C,1874-1875MB,Tablet,NVidia Tegra 4,2560x1600,320,armeabi-v7a;armeabi,17;18;19,2.0;;;;;
Asus,ZenFone 4 Max (ZC554KL),ASUS_X00IDC,2846MB,Phone,Qualcomm MSM8937,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Asus,ZenFone 4 Max (ZC554KL),ASUS_X00ID,1858MB,Phone,Qualcomm MSM8917,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.0;;;;;;
Asus,ZenFone 4 Max (ZC554KL),ASUS_X00IDB,2846MB,Phone,Qualcomm MSM8937,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Asus,PadFone S (PF500KL),ASUS_T00N,1854-1869MB,Phone,Qualcomm MSM8974AB,1020x1920,240,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
Asus,Transformer Pad TF502T,TF502T,1985MB,Tablet,NVidia Tegra 3 T30,1366x768,160,armeabi-v7a;armeabi,17,2.0;;;;;;;
Asus,ZenPad Z10,P00I,2863-2866MB,Tablet,Qualcomm MSM8956,1536x2048;2048x1536,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.ﬁub;;;
Asus,Transformer Pad (TF303K),K01B,1827-1910MB,Tablet,Qualcomm APQ8064,1920x1200,240,armeabi-v7a;armeabi,19;21,3.0;;;;;;
Asus,ZenFone 5Z (ZS620KL),ASUS_Z01R_1,5685MB,Phone,Qualcomm SDM845,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Asus,Transformer Pad (TF303CL),K014,1892MB,Tablet,Intel Z3745,1920x1200,240,x86;armeabi-v7a;armeabi,19,3.0;;;;;;
Asus,Transformer Pad TF300TG,TF300TG,975-977MB,Tablet,NVidia Tegra 3,1280x800,160,armeabi-v7a;armeabi,15;16;17,2.0;;;;;
Asus,ZenFone Zoom (ZX551ML),Z00X,3907MB,Phone,Intel Z3580,1920x1080,480,x86;armeabi-v7a;armeabi,21;23,3.0;3.Oca;;;;
Asus,ZenFone Zoom (ZX551ML),Z00X_1,3907MB,Phone,Intel Z3590,1920x1080,480,x86;armeabi-v7a;armeabi,21;23,3.0;3.Oca;;;;
Asus,ZenFone Zoom (ZX551ML),Z00X_2,3907MB,Phone,Intel Z3580,1080x1920,480,x86;armeabi-v7a;armeabi,23,3.1;;;;;;
Asus,Zenfone Max Pro(M1),ASUS_X00T_4,5744MB,Phone,Qualcomm SDM636,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
Asus,ZenFone Max Pro (M1),ASUS_X00T_2,2744MB,Phone,Qualcomm SDM636,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
Asus,Zenfone Max Pro(M1),ASUS_X00T_3,5744MB,Phone,Qualcomm SDM636,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
Asus,Transformer Pad Infinity,TF700KL,772MB,Tablet,Qualcomm MSM8960,1920x1200,240,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Asus,ZenPad 10 (Z301ML),ASUS_P00L_1,1538MB,Tablet,Mediatek MT8735,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Asus,PadFone Infinity,ASUS-A80,1759-1933MB,Phone,Qualcomm APQ8064,1080x1920,240,armeabi-v7a;armeabi,16;19,2.0;3.0;;;;;
Asus,PadFone Infinity,A80,,Phone,Qualcomm APQ8064,1080x1920,240,armeabi-v7a;armeabi,16,2.0;;;;;;;
Auchan,S4T10IN3G,S4T10IN3G,997MB,Tablet,Spreadtrum SC7731,1024x600,160,armeabi-v7a;armeabi,22,2.0;;;;;;;
Auchan,Q8S6IN4G,Q8S6IN4G,1890MB,Phone,Mediatek MT6737,1080x1920,480,armeabi-v7a;armeabi,24,3.1;;;;;;;
Audi AG,Audi Tab CN,sdis1,1904MB,Tablet,NVidia Tegra 4 T40,1920x1200,240,armeabi-v7a;armeabi,19;22,2.0;;;;;;
AZPEN,A720,wing-inet,825MB,Tablet,Allwinner A20,480x800,160,armeabi-v7a;armeabi,17,2.0;;;;;;;
Azumi,KINZO A55 OLi,KINZO_A55_OLi,2932MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Azumi,IRO A5 QL,IRO_A5_QL_OM,935MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,23,3.0;;;;;;;
Azumi,IRO A5QL,IRO_A5_QL_HD,928MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0;;;;;;;
Azumi,IRO A5 QL,IRO_A5_QL,935MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,23,3.0;;;;;;;
Azumi,IRO A5QL,IRO_A5QL_V2,934MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1;;;;;;;
Azumi,Azumi_Extend_Akaru_55_QL,Extend_Akaru_55_QL,1928MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Azumi,KINZO A55QL,KINZO_A55_OLi_CL,2932MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Azumi,AZUMI_Daburu_A55O,Daburu_A55O,1855MB,Phone,Mediatek MT6750T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Azumi,DOSHI A55 QL,Azumi_DOSHI_A55_QL,960MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0;;;;;;;
Azumi,KINZO ICHI A5 QL,KINZO_ichi_A5_QL_NA,1926MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Azumi,IRO A5 QLT,IRO_A5_QLT,1855MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,23,3.0;;;;;;;
Azumi,AX5,AX5,1806MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,23,3.0;;;;;;;
Azumi,IRO A55 QL,IRO_A55_QL,1944MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0;;;;;;;
Azumi,Azumi_Speed_Pro_55,Speed_Pro_55,1928MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
BenQ,F5_15,F5,846MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19,3.0;;;;;;;
BenQ,Harrier,Harrier,1890-1891MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22,3.0;;;;;
BenQ,Agora_4G_Pro,Agora_4G_Pro,1890-1891MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22,3.0;;;;;
BenQ,Kogan 4G+,Agora_4G_PLUS,1878MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19,3.0;;;;;;;
BenQ,F4,benq_a3s,812MB,Phone,Qualcomm MSM8930Q,540x960,240,armeabi-v7a;armeabi,16,2.0;;;;;;;
BenQ,F5,BENQ_F5,846MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19,3.0;;;;;;;
BenQ,F3,F3,972MB,Phone,Mediatek MT6589,540x960,240,armeabi-v7a;armeabi,17,2.0;;;;;;;
BenQ,F52_09,F52,1890-1891MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22,3.0;;;;;
BenQ,Agora 4G,Agora_4G,846MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19,3.0;;;;;;;
BenQ,F55J,F55J,2809MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
BenQ,F55,F55,2809MB,Phone,Mediatek MT6750T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Bentley,Tab,sdis1,,Tablet,NVidia Tegra 4 T40,1920x1200,240,armeabi-v7a;armeabi,19,2.0;;;;;;;
Bigben,GAMETAB-ONE ,GAMETAB-ONE,2048MB,Tablet,Rockchip RK3188,1024x600,160,armeabi-v7a;armeabi,17,2.0;;;;;;;
Billion,Billion Capture+,rimoB,3604MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Bittium,Tough Mobile,granite,1873-1879MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,22;23,3.0;;;;;;
Bittium,Mx Smart,adakite_sm,1877MB,Phone,Qualcomm MSM8974AB,1080x1920,480,armeabi-v7a;armeabi,23,3.0;;;;;;;
BKAV,B2017,B2017,2867MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
BKAV,Bphone,Bphone,2886MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,22,3.0;;;;;;;
BlackBerry,DTEK50,hamburg,2862MB,Phone,Qualcomm MSM8952,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23,3.1;;;;;;
BlackBerry,BlackBerry MOTION,bbd100,3580-3601MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2;;;;;
BlackBerry,BlackBerry KEY2,bbf100,5713MB,Phone,Qualcomm SDM660,1080x1620,420,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
BlackBerry,PRIV by BlackBerry,venice,2819MB,Phone,Qualcomm MSM8992,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,22;23,3.1;;;;;
BlackBerry,KEYone,bbb100,2828-2857MB,Phone,Qualcomm MSM8953,1080x1620,420,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2;;;;;
BlackBerry,DTEK60,argon,3747MB,Phone,Qualcomm MSM8996,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1;;;;;;
Blackview,BV6000,Blackview,2824-2888MB,Phone,Mediatek MT6755,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.ﬁub;;;;
Blackview,BV6000,SOLID_4G1,2824MB,Phone,Mediatek MT6755,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Blackview,BV6000S_RU,BV6000S_RU,1890MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Blackview,BV9000-F,BV9000-F,3795MB,Phone,Mediatek MT6757CD,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Blackview,BV6000s,BV6000S,1890-1915MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.Oca;;;;
Blackview,BV7000,BV7000,1845MB,Phone,Mediatek MT6750T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Blackview,BV9000 Pro,BV9000Pro,5823MB,Phone,Mediatek MT6757CD,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Blackview,BV9000-RU,BV9000-RU,3795MB,Phone,Mediatek MT6757CD,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Blackview,BV9000-RU,BV9000Pro-RU,5805MB,Phone,Mediatek MT6757CD,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Blackview,P10000 Pro,P10000_Pro,3784MB,Phone,Mediatek MT6763,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Blackview,BV9000 Pro-F,BV9000Pro-F,5805MB,Phone,Mediatek MT6757CD,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Blackview,BV9000,BV9000,3813MB,Phone,Mediatek MT6757CD,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Blackview,BV7000 Pro,BV7000_Pro,3813MB,Phone,Mediatek MT6750T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Blackview,BV8000Pro_RU,BV8000Pro_RU,5779MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Blackview,BV8000 Pro,BV8000Pro,5843-8192MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Blackview,SOLID-4G3,SOLID_4G3,5844MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Blackview,BV6000_RU,BV6000_RU,2824MB,Phone,Mediatek MT6755,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Blu,STUDIO MAX,Studio_Max,1911MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Blu,Grand MAX,Grand_Max,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0;;;;;;;
Blu,ENERGY  XL,BLU_ENERGY_XL,2856MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.0;;;;;;
Blu,PURE XL,BLU_PURE_XL,2710MB,Phone,Mediatek MT6795,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,22,3.0;;;;;;
Blu,R1 PLUS,R1_PLUS,1944MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0;;;;;;;
Blu,VIVO 6,BLU_Vivo_6,3811MB,Phone,Mediatek MT6755M,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Blu,PURE XR,BLU_Pure_XR,3811MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Blu,VIVO 5,BLU_VIVO_5,2933-2935MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0;;;;;
Blu,STUDIO 7.0 LTE,blu_s0010tw,997MB,Phone,Qualcomm MSM8916,720x1280,213,armeabi-v7a;armeabi,22,3.0;;;;;;;
Blu,STUDIO 7.0 LTE,blu_s0010uu,910MB,Phone,Qualcomm MSM8916,720x1280,213,armeabi-v7a;armeabi,22,3.0;;;;;;;
Blu,Vivo XI+,V0310WW,3765MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
Blu,Vivo 8,V0150UU,3804MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Blu,LIFE ONE X2,Life_One_X2,3636MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1;;;;;;
Blu,Vivo_8_LL,V0150LL,3804MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Blu,LIFE ONE X2 MINI,Life_One_X2_Mini,3636MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1;;;;;;
Blu,Vivo_8L_UU,V0190UU,2758MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Blu,Vivo X WW,V0230WW,3864MB,Phone,Mediatek MT6757V,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Bluboo,S8 Plus a,S8_plus_a,3828MB,Phone,Mediatek MT6750T,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Bluboo,S3,S3,3809MB,Phone,Mediatek MT6580,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Bluboo,S1a,S1a,3799MB,Phone,Mediatek MT6757CD,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Bluebird,RP350,RP350,1864MB,Phone,Qualcomm MSM8953,320x480,160,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Bluebird,EF400,EF400,1893-1894MB,Phone,Qualcomm MSM8916,480x800,240,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0;;;;;
Bluebird,RT080,RT080,1864MB,Tablet,Qualcomm MSM8953,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Bluebird,EF500,EF500,1893-1894MB,Phone,Qualcomm MSM8916,1280x720,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0;;;;;
Bluebird,EF401,EF401,1863MB,Phone,Qualcomm MSM8953,480x800,240,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Bluebird,EF501,EF501,1863MB,Phone,Qualcomm MSM8953,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Bluebird,BM180,BM180,,Phone,Qualcomm APQ8060A,720x1280,320,armeabi-v7a;armeabi,19,2.0;;;;;;;
BMobile,AX1091,Bmobile_AX1091,927-1941MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23;24,3.0;3.Oca;;;;;
BMobile,AX1091,Bmobile_AX1091A,1941MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1;;;;;;;
bq,Aquaris X5,Aquaris_X5,1912-1913MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,22;23;25,3.0;;;;;
bq,Aquaris Vs,nappa_s,3662MB,Phone,Qualcomm MSM8937,720x1280,320,armeabi-v7a;armeabi,25,3.2;;;;;;;
bq,Aquaris V Plus,raditz,2852MB,Phone,Qualcomm MSM8940,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
bq,Aquaris M4.5,Aquaris_M45,936-1949MB,Phone,Mediatek MT6735M,540x960,240,armeabi-v7a;armeabi,22;23,3.0;;;;;;
bq,Aquaris E6,Aquaris_E6,1944MB,Phone,Mediatek MT6592T,1080x1920,480,armeabi-v7a;armeabi,19,2.0;;;;;;;
bq,Aquaris X Pro,bardock-pro,3556-3578MB,Phone,Qualcomm MSM8953,1080x1920;1920x1080,480,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2;;;;
bq,Aquaris X2,zangya_sprout,2739MB,Phone,Qualcomm SDM636,2160x1080,420,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
bq,Aquaris E5 FHD,Aquaris_E5_FHD,1944MB,Phone,Mediatek MT6592T,1080x1920,480,armeabi-v7a;armeabi,19,2.0;;;;;;;
bq,Aquaris E5,Aquaris_E5,902-1917MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19;21;22;23,3.0;;;;
bq,Aquaris X,bardock,2804-2826MB,Phone,Qualcomm MSM8956,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;27,3.2;;;;;
bq,Aquaris X2 PRO,zangyapro_sprout,3736MB,Phone,Qualcomm SDM660,1080x2160,420,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
bq,Aquaris U lite,chaozulite,1884MB,Phone,Qualcomm MSM8917,720x1280,320,armeabi-v7a;armeabi,23;25,3.0;;;;;;
bq,Aquaris V,nappa,1870MB,Phone,Qualcomm SDM435,720x1280,320,armeabi-v7a;armeabi,25,3.2;;;;;;;
bq,Aquaris U2 Lite,yamchalite,1884MB,Phone,Qualcomm SDM425,720x1280,320,armeabi-v7a;armeabi,25,3.0;;;;;;;
bq,Aquaris E10,Aquaris_E10,1963MB,Tablet,Mediatek MT8151,1200x1920,240,armeabi-v7a;armeabi,19,2.0;;;;;;;
bq,Aquaris E4,Aquaris_E4,966-968MB,Phone,Mediatek MT6582M,480x800,240,armeabi-v7a;armeabi,19;21,2.0;;;;;;
bq,Aquaris X5 Plus,Aquaris_X5_Plus,1865-1867MB,Phone,Qualcomm MSM8976,1080x1920,480,armeabi-v7a;armeabi,23;25,3.1;3.ﬁub;;;;;
bq,Aquaris Vs Plus,raditz_s,3618MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
bq,Aquaris E10 3G,Aquaris_E10_3G,1939MB,Tablet,Mediatek MT8392,1200x1920,240,armeabi-v7a;armeabi,19,2.0;;;;;;;
bq,Aquaris A4.5,Aquaris_A45_sprout,907-936MB,Phone,Mediatek MT6735M,540x960,240,armeabi-v7a;armeabi,22;23;24,3.0;3.Oca;;;;
bq,Aquaris E4.5,Aquaris_E45,963-965MB,Phone,Mediatek MT6582M,540x960,240,armeabi-v7a;armeabi,19;21,2.0;;;;;;
bq,Aquaris U Plus,tenshi,1883MB,Phone,Qualcomm MSM8937,720x1280,320,armeabi-v7a;armeabi,23;25,3.1;3.ﬁub;;;;;
bq,Aquaris U,chaozu,1883MB,Phone,Qualcomm MSM8937,720x1280,320,armeabi-v7a;armeabi,23;25,3.1;3.ﬁub;;;;;
bq,Edison 3,Edison_3,1986-1989MB,Tablet,Mediatek MT8127,800x1280,160,armeabi-v7a;armeabi,19;21,2.0;;;;;;
bq,Aquaris M5.5,Aquaris_M55,1911-2927MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,22;23;25,3.0;3.Oca;3.ﬁub;;;
bq,Edison 3 3G,Edison_3_3G,1968-1970MB,Tablet,Mediatek MT8382,1280x800,160,armeabi-v7a;armeabi,19;21,2.0;;;;;;
bq,Aquaris U2,yamcha,1870MB,Phone,Qualcomm SDM435,720x1280,320,armeabi-v7a;armeabi,25,3.2;;;;;;;
bq,Edison_3_mini,Edison_3_mini,1883-1890MB,Tablet,Intel Z3735F,800x1280,160,x86;armeabi-v7a;armeabi,19;21,3.1;;;;;
bq,Aquaris M5,Aquaris_M5,1910-1912MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,21;22;23;25,3.0;3.Oca;3.ﬁub;;
bq,Aquaris E5 HD,Aquaris_E5_HD,954-956MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19;21,2.0;;;;;;
BQru,BQ-6000L Aurora,BQru-6000L,3863MB,Phone,Mediatek MT6757CD,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
BQru,BQ-6015L Universe,BQru-6015L,2851MB,Phone,Qualcomm MSM8940,720x1528,280,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
BQru,BQ-5700L Space X,BQru-5700L,2858MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
British Telecom,BT Home SmartPhone III,BT_Home_SmartPhone_III,997MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,22,2.0;;;;;;;
Brown,Brown2,I9080_PH1,3834MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Brown,brown tab1,brown_tab1,3769MB,Tablet,Mediatek MT6797,1536x2048,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2;;;;;;
Bullitt Group,Cat S60,CatS60,2867MB,Phone,Qualcomm MSM8952,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.1;;;;;;
Bunbungame,MiSS,MiSS,971MB,Tablet,NVidia Tegra 3 T30,1280x800,160,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Bunbungame,KALOS,FG6Q_N,1858MB,Tablet,NVidia Tegra 4 T40,1600x2560,320,armeabi-v7a;armeabi,17,2.0;;;;;;;
Bush,SPIRA E4X,ac55diselfie,3636MB,Phone,Qualcomm MSM8937,1080x1920,400,arm64-v8a;armeabi-v7a;armeabi,23,3.1;;;;;;
BYD,DynaVox T10,T10,,Tablet,NVidia Tegra 3 T30,1024x768,160,armeabi-v7a;armeabi,15,2.0;;;;;;;
C5 Mobile,Noa X Power,noaXPower,2869MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Casio,IT-G400,itg400,1911MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,23,3.0;;;;;;;
Casper,VIA_A1_Plus,BBL7551TC,3824MB,Phone,Mediatek MT6755M,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
Casper,VIA_P2,VIA_P2,2893MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1;;;;;;
Casper,VIA_T41,VIA_T41,1891MB,Tablet,Intel Z3735F,800x1280,160,x86;armeabi-v7a;armeabi,19,3.1;;;;;;
Casper,VIA M3,CASPER_VIA_M3,2899MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1;;;;;;;
Casper,VIA_A1_1,VIA_A1_1,3804-3811MB,Phone,Mediatek MT6735,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.ﬁub;;;;
